sample_name	sample_type	cell_source	sample_source	pmid	data_repository	data_repository_sample_id	study_specific_donor_id	donor_sex	cell_type	condition_label	perturbation	lineage	immunophenotype	bio_sample	bio_group	tech_rep	assay	tss_score	peak_count	frip	dedup_aligned_reads	sample_for_ABC_peak_calls
Donor4983_HSC_1A	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920466	Donor4983	male	HSC	HSC	Unperturbed	HSPC	Lin–CD34+CD38–CD90+CD10–	Donor4983_HSC	HSC	1A	ATAC-Seq	20.3	136805	0.46	9133062	FALSE
Donor4983_MPP_2A	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920467	Donor4983	male	MPP	MPP	Unperturbed	HSPC	Lin–CD34+CD38–CD90–CD10–	Donor4983_MPP	MPP	2A	ATAC-Seq	17.2	262060	0.49	7267436	FALSE
Donor4983_LMPP_3A	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920468	Donor4983	male	LMPP	LMPP	Unperturbed	HSPC	Lin–CD34+CD38–CD45RA+CD10–	Donor4983_LMPP	LMPP	3A	ATAC-Seq	17	282557	0.46	6893834	TRUE
Donor4983_CMP_4A	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920469	Donor4983	male	CMP	CMP	Unperturbed	HSPC	Lin–CD34+CD38+CD123+CD45RA–CD10–	Donor4983_CMP	CMP	4A	ATAC-Seq	17.9	187347	0.41	10401294	TRUE
Donor4983_CMP_4B	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920470	Donor4983	male	CMP	CMP	Unperturbed	HSPC	Lin–CD34+CD38+CD123+CD45RA–CD10–	Donor4983_CMP	CMP	4B	ATAC-Seq	16	215583	0.42	11414234	FALSE
Donor4983_GMP_5A	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920471	Donor4983	male	GMP	GMP	Unperturbed	HSPC	Lin–CD34+CD38+CD123+CD45RA+CD10–	Donor4983_GMP	GMP	5A	ATAC-Seq	15.7	185377	0.33	10034540	TRUE
Donor4983_GMP_5B	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920472	Donor4983	male	GMP	GMP	Unperturbed	HSPC	Lin–CD34+CD38+CD123+CD45RA+CD10–	Donor4983_GMP	GMP	5B	ATAC-Seq	14.6	242895	0.37	11738368	FALSE
Donor4983_MEP_6A	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920473	Donor4983	male	MEP	MEP	Unperturbed	HSPC	Lin–CD34+CD38+CD123–CD45RA–CD10–	Donor4983_MEP	MEP	6A	ATAC-Seq	14.4	221574	0.41	12149554	FALSE
Donor4983_MEP_6B	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920474	Donor4983	male	MEP	MEP	Unperturbed	HSPC	Lin–CD34+CD38+CD123–CD45RA–CD10–	Donor4983_MEP	MEP	6B	ATAC-Seq	14.8	218265	0.42	11833920	FALSE
Donor6792_HSC_1A	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920477	Donor6792	male	HSC	HSC	Unperturbed	HSPC	Lin–CD34+CD38–CD90+CD10–	Donor6792_HSC	HSC	1A	ATAC-Seq	20.4	154328	0.48	11303010	TRUE
Donor6792_HSC_1B	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920478	Donor6792	male	HSC	HSC	Unperturbed	HSPC	Lin–CD34+CD38–CD90+CD10–	Donor6792_HSC	HSC	1B	ATAC-Seq	19.1	159852	0.48	11654324	FALSE
Donor6792_MPP_2A	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920479	Donor6792	male	MPP	MPP	Unperturbed	HSPC	Lin–CD34+CD38–CD90–CD10–	Donor6792_MPP	MPP	2A	ATAC-Seq	18.8	140976	0.5	9465810	FALSE
Donor6792_LMPP_3A	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920480	Donor6792	male	LMPP	LMPP	Unperturbed	HSPC	Lin–CD34+CD38–CD45RA+CD10–	Donor6792_LMPP	LMPP	3A	ATAC-Seq	16	159298	0.36	8470250	FALSE
Donor6792_CMP_4A	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920481	Donor6792	male	CMP	CMP	Unperturbed	HSPC	Lin–CD34+CD38+CD123+CD45RA–CD10–	Donor6792_CMP	CMP	4A	ATAC-Seq	16.3	181633	0.4	16809132	FALSE
Donor6792_CMP_4B	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920482	Donor6792	male	CMP	CMP	Unperturbed	HSPC	Lin–CD34+CD38+CD123+CD45RA–CD10–	Donor6792_CMP	CMP	4B	ATAC-Seq	17.9	227100	0.42	13388426	FALSE
Donor6792_GMP_5A	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920483	Donor6792	male	GMP	GMP	Unperturbed	HSPC	Lin–CD34+CD38+CD123+CD45RA+CD10–	Donor6792_GMP	GMP	5A	ATAC-Seq	12	242005	0.32	20185808	FALSE
Donor6792_GMP_5B	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920484	Donor6792	male	GMP	GMP	Unperturbed	HSPC	Lin–CD34+CD38+CD123+CD45RA+CD10–	Donor6792_GMP	GMP	5B	ATAC-Seq	13.1	195026	0.29	16096030	FALSE
Donor6792_MEP_6A	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920485	Donor6792	male	MEP	MEP	Unperturbed	HSPC	Lin–CD34+CD38+CD123–CD45RA–CD10–	Donor6792_MEP	MEP	6A	ATAC-Seq	9.2	203179	0.21	24021282	FALSE
Donor6792_MEP_6B	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920486	Donor6792	male	MEP	MEP	Unperturbed	HSPC	Lin–CD34+CD38+CD123–CD45RA–CD10–	Donor6792_MEP	MEP	6B	ATAC-Seq	8.3	272265	0.25	19292354	FALSE
Donor2596_CLP_14A	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920498	Donor2596	female	CLP	CLP	Unperturbed	HSPC	Lin–CD34+CD38+CD10+CD45RA+	Donor2596_CLP	CLP	14A	ATAC-Seq	9.1	437627	0.27	22993984	FALSE
Donor2596_CLP_14B	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920499	Donor2596	female	CLP	CLP	Unperturbed	HSPC	Lin–CD34+CD38+CD10+CD45RA+	Donor2596_CLP	CLP	14B	ATAC-Seq	8.6	263751	0.19	26581214	FALSE
Donor2596_CMP_4A	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920500	Donor2596	female	CMP	CMP	Unperturbed	HSPC	Lin–CD34+CD38+CD123+CD45RA–CD10–	Donor2596_CMP	CMP	4A	ATAC-Seq	16	299286	0.41	13898684	FALSE
Donor2596_CMP_4B	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920501	Donor2596	female	CMP	CMP	Unperturbed	HSPC	Lin–CD34+CD38+CD123+CD45RA–CD10–	Donor2596_CMP	CMP	4B	ATAC-Seq	16.3	201219	0.34	15932608	FALSE
Donor2596_GMP_5A	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920505	Donor2596	female	GMP	GMP	Unperturbed	HSPC	Lin–CD34+CD38+CD123+CD45RA+CD10–	Donor2596_GMP	GMP	5A	ATAC-Seq	9	238092	0.24	16461642	FALSE
Donor2596_HSC_1A	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920506	Donor2596	female	HSC	HSC	Unperturbed	HSPC	Lin–CD34+CD38–CD90+CD10–	Donor2596_HSC	HSC	1A	ATAC-Seq	19.6	195673	0.36	10762422	FALSE
Donor2596_HSC_1B	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920507	Donor2596	female	HSC	HSC	Unperturbed	HSPC	Lin–CD34+CD38–CD90+CD10–	Donor2596_HSC	HSC	1B	ATAC-Seq	18.9	258441	0.24	13500280	FALSE
Donor2596_MEP_6A	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920508	Donor2596	female	MEP	MEP	Unperturbed	HSPC	Lin–CD34+CD38+CD123–CD45RA–CD10–	Donor2596_MEP	MEP	6A	ATAC-Seq	13.7	185705	0.28	15187702	FALSE
Donor2596_MPP_2A	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920509	Donor2596	female	MPP	MPP	Unperturbed	HSPC	Lin–CD34+CD38–CD90–CD10–	Donor2596_MPP	MPP	2A	ATAC-Seq	18.1	264476	0.25	20707456	FALSE
Donor2596_MPP_2B	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920510	Donor2596	female	MPP	MPP	Unperturbed	HSPC	Lin–CD34+CD38–CD90–CD10–	Donor2596_MPP	MPP	2B	ATAC-Seq	15.6	243925	0.3	11340260	FALSE
Donor5483_CLP_14A	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920522	Donor5483	male	CLP	CLP	Unperturbed	HSPC	Lin–CD34+CD38+CD10+CD45RA+	Donor5483_CLP	CLP	14A	ATAC-Seq	11.8	219997	0.27	9141542	FALSE
Donor6926_CLP_14A	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920528	Donor6926	female	CLP	CLP	Unperturbed	HSPC	Lin–CD34+CD38+CD10+CD45RA+	Donor6926_CLP	CLP	14A	ATAC-Seq	16.7	138192	0.31	7940826	TRUE
Donor7256_HSC_1A	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920531	Donor7256	male	HSC	HSC	Unperturbed	HSPC	Lin–CD34+CD38–CD90+CD10–	Donor7256_HSC	HSC	1A	ATAC-Seq	19.6	185042	0.29	30192152	FALSE
Donor7256_HSC_1B	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920532	Donor7256	male	HSC	HSC	Unperturbed	HSPC	Lin–CD34+CD38–CD90+CD10–	Donor7256_HSC	HSC	1B	ATAC-Seq	17.5	172148	0.29	27959078	FALSE
Donor7256_MPP_2A	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920533	Donor7256	male	MPP	MPP	Unperturbed	HSPC	Lin–CD34+CD38–CD90–CD10–	Donor7256_MPP	MPP	2A	ATAC-Seq	18.7	168454	0.23	32730470	FALSE
Donor7256_MPP_2B	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920534	Donor7256	male	MPP	MPP	Unperturbed	HSPC	Lin–CD34+CD38–CD90–CD10–	Donor7256_MPP	MPP	2B	ATAC-Seq	19.2	173538	0.18	42232876	TRUE
Donor7256_LMPP_3A	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920535	Donor7256	male	LMPP	LMPP	Unperturbed	HSPC	Lin–CD34+CD38–CD45RA+CD10–	Donor7256_LMPP	LMPP	3A	ATAC-Seq	16.8	218298	0.32	31235240	FALSE
Donor7256_CMP_4A	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920536	Donor7256	male	CMP	CMP	Unperturbed	HSPC	Lin–CD34+CD38+CD123+CD45RA–CD10–	Donor7256_CMP	CMP	4A	ATAC-Seq	17.4	235755	0.27	30419716	FALSE
Donor7256_CMP_4B	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920537	Donor7256	male	CMP	CMP	Unperturbed	HSPC	Lin–CD34+CD38+CD123+CD45RA–CD10–	Donor7256_CMP	CMP	4B	ATAC-Seq	17.9	207527	0.35	18799962	FALSE
Donor7256_GMP_5A	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920538	Donor7256	male	GMP	GMP	Unperturbed	HSPC	Lin–CD34+CD38+CD123+CD45RA+CD10–	Donor7256_GMP	GMP	5A	ATAC-Seq	13.5	200253	0.22	23493394	FALSE
Donor7256_GMP_5B	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920539	Donor7256	male	GMP	GMP	Unperturbed	HSPC	Lin–CD34+CD38+CD123+CD45RA+CD10–	Donor7256_GMP	GMP	5B	ATAC-Seq	13.3	208926	0.22	24809558	FALSE
Donor7256_MEP_6A	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920540	Donor7256	male	MEP	MEP	Unperturbed	HSPC	Lin–CD34+CD38+CD123–CD45RA–CD10–	Donor7256_MEP	MEP	6A	ATAC-Seq	15.2	249746	0.31	31506580	FALSE
Donor7256_MEP_6B	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920541	Donor7256	male	MEP	MEP	Unperturbed	HSPC	Lin–CD34+CD38+CD123–CD45RA–CD10–	Donor7256_MEP	MEP	6B	ATAC-Seq	15.8	235361	0.31	29966794	TRUE
Donor6926_CLP_14B	FACS isolated primary cell	Bone marrow mononuclear cells	Corces_2016_Nature_Genetics	27526324	NCBI GEO	SRR2920545	Donor6926	female	CLP	CLP	Unperturbed	HSPC	Lin–CD34+CD38+CD10+CD45RA+	Donor6926_CLP	CLP	14B	ATAC-Seq	16.3	531542	0.84	1948888	FALSE
Donor1_CFU-E_Rep1	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Ludwig_2019_Cell_Reports	31189107	NCBI GEO	SRR7295262	Donor1	male	CFU-E	CFU-E	Unperturbed	Erythroid	CD71+CD235-	Donor1_CFU-E	CFU-E	Rep1	ATAC-Seq	15.2	275207	0.36	13225110	TRUE
Donor1_Proerythroblast1_Rep1	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Ludwig_2019_Cell_Reports	31189107	NCBI GEO	SRR7295263	Donor1	male	Proerythroblast1	Proerythroblast1	Unperturbed	Erythroid	CD71+CD235lo	Donor1_Proerythroblast1	Proerythroblast1	Rep1	ATAC-Seq	13.1	264753	0.23	29233906	TRUE
Donor1_Proerythroblast2_Rep1	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Ludwig_2019_Cell_Reports	31189107	NCBI GEO	SRR7295264	Donor1	male	Proerythroblast2	Proerythroblast2	Unperturbed	Erythroid	CD71+CD235+	Donor1_Proerythroblast2	Proerythroblast2	Rep1	ATAC-Seq	15.6	213171	0.27	26757624	TRUE
Donor1_Basophilic_erythroblast_Rep1	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Ludwig_2019_Cell_Reports	31189107	NCBI GEO	SRR7295265	Donor1	male	Basophilic erythroblast	Basophilic erythroblast	Unperturbed	Erythroid	CD49d+Band3-	Donor1_Basophilic_erythroblast	Basophilic_erythroblast	Rep1	ATAC-Seq	26.1	115719	0.28	24131054	TRUE
Donor1_Polychromatic_erythroblast_Rep1	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Ludwig_2019_Cell_Reports	31189107	NCBI GEO	SRR7295266	Donor1	male	Polychromatic erythroblast	Polychromatic erythroblast	Unperturbed	Erythroid	CD49dintBand3+	Donor1_Polychromatic_erythroblast	Polychromatic_erythroblast	Rep1	ATAC-Seq	15.1	358857	0.12	19842036	TRUE
Donor1_Orthochromatic_erythroblast_Rep1	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Ludwig_2019_Cell_Reports	31189107	NCBI GEO	SRR7295267	Donor1	male	Orthochromatic erythroblast	Orthochromatic erythroblast	Unperturbed	Erythroid	CD49dloBand3+	Donor1_Orthochromatic_erythroblast	Orthochromatic_erythroblast	Rep1	ATAC-Seq	24	298905	0.26	30510948	TRUE
Donor1_Reticulocyte_Rep1	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Ludwig_2019_Cell_Reports	31189107	NCBI GEO	SRR7295268	Donor1	male	Reticulocyte	Reticulocyte	Unperturbed	Erythroid	CD49d-Band3+	Donor1_Reticulocyte	Reticulocyte	Rep1	ATAC-Seq	15.5	275132	0.06	16192310	TRUE
Donor1_Basophilic_erythroblast_Rep2	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Ludwig_2019_Cell_Reports	31189107	NCBI GEO	SRR7295269	Donor1	male	Basophilic erythroblast	Basophilic erythroblast	Unperturbed	Erythroid	CD49d+Band3-	Donor1_Basophilic_erythroblast	Basophilic_erythroblast	Rep2	ATAC-Seq	11.2	267873	0.2	36354332	FALSE
Donor1_Polychromatic_erythroblast_Rep2	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Ludwig_2019_Cell_Reports	31189107	NCBI GEO	SRR7295270	Donor1	male	Polychromatic erythroblast	Polychromatic erythroblast	Unperturbed	Erythroid	CD49dintBand3+	Donor1_Polychromatic_erythroblast	Polychromatic_erythroblast	Rep2	ATAC-Seq	11.9	232787	0.18	27324568	FALSE
Donor1_Orthochromatic_erythroblast_Rep2	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Ludwig_2019_Cell_Reports	31189107	NCBI GEO	SRR7295271	Donor1	male	Orthochromatic erythroblast	Orthochromatic erythroblast	Unperturbed	Erythroid	CD49dloBand3+	Donor1_Orthochromatic_erythroblast	Orthochromatic_erythroblast	Rep2	ATAC-Seq	13.3	170768	0.15	24560556	FALSE
Donor1_Reticulocyte_Rep2	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Ludwig_2019_Cell_Reports	31189107	NCBI GEO	SRR7295272	Donor1	male	Reticulocyte	Reticulocyte	Unperturbed	Erythroid	CD49d-Band3+	Donor1_Reticulocyte	Reticulocyte	Rep2	ATAC-Seq	9.1	389858	0.17	29844410	FALSE
Donor2_CFU-E_Rep2	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Ludwig_2019_Cell_Reports	31189107	NCBI GEO	SRR7295274	Donor2	female	CFU-E	CFU-E	Unperturbed	Erythroid	CD71+CD235-	Donor2_CFU-E	CFU-E	Rep2	ATAC-Seq	7.8	314239	0.24	30046444	FALSE
Donor2_Proerythroblast1_Rep2	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Ludwig_2019_Cell_Reports	31189107	NCBI GEO	SRR7295275	Donor2	female	Proerythroblast1	Proerythroblast1	Unperturbed	Erythroid	CD71+CD235lo	Donor2_Proerythroblast1	Proerythroblast1	Rep2	ATAC-Seq	8.1	297244	0.23	38898398	FALSE
Donor2_Proerythroblast2_Rep2	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Ludwig_2019_Cell_Reports	31189107	NCBI GEO	SRR7295276	Donor2	female	Proerythroblast2	Proerythroblast2	Unperturbed	Erythroid	CD71+CD235+	Donor2_Proerythroblast2	Proerythroblast2	Rep2	ATAC-Seq	7.9	242626	0.2	27208504	FALSE
Donor3_CFU-E_Rep3	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Ludwig_2019_Cell_Reports	31189107	NCBI GEO	SRR7295278	Donor3	female	CFU-E	CFU-E	Unperturbed	Erythroid	CD71+CD235-	Donor3_CFU-E	CFU-E	Rep3	ATAC-Seq	6.9	219901	0.19	32205572	FALSE
Donor3_Proerythroblast1_Rep3	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Ludwig_2019_Cell_Reports	31189107	NCBI GEO	SRR7295279	Donor3	female	Proerythroblast1	Proerythroblast1	Unperturbed	Erythroid	CD71+CD235lo	Donor3_Proerythroblast1	Proerythroblast1	Rep3	ATAC-Seq	8	330455	0.25	30595524	FALSE
Donor3_Proerythroblast2_Rep3	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Ludwig_2019_Cell_Reports	31189107	NCBI GEO	SRR7295280	Donor3	female	Proerythroblast2	Proerythroblast2	Unperturbed	Erythroid	CD71+CD235+	Donor3_Proerythroblast2	Proerythroblast2	Rep3	ATAC-Seq	10.1	257961	0.25	28633776	FALSE
Donor3_Basophilic_erythroblast_Rep3	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Ludwig_2019_Cell_Reports	31189107	NCBI GEO	SRR7295281	Donor3	female	Basophilic erythroblast	Basophilic erythroblast	Unperturbed	Erythroid	CD49d+Band3-	Donor3_Basophilic_erythroblast	Basophilic_erythroblast	Rep3	ATAC-Seq	10.2	253343	0.21	28907312	FALSE
Donor3_Basophilic_erythroblast_Rep4	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Ludwig_2019_Cell_Reports	31189107	NCBI GEO	SRR7295282	Donor3	female	Basophilic erythroblast	Basophilic erythroblast	Unperturbed	Erythroid	CD49d+Band3-	Donor3_Basophilic_erythroblast	Basophilic_erythroblast	Rep4	ATAC-Seq	7.8	330061	0.23	21247638	FALSE
Donor3_Polychromatic_erythroblast_Rep3	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Ludwig_2019_Cell_Reports	31189107	NCBI GEO	SRR7295283	Donor3	female	Polychromatic erythroblast	Polychromatic erythroblast	Unperturbed	Erythroid	CD49dintBand3+	Donor3_Polychromatic_erythroblast	Polychromatic_erythroblast	Rep3	ATAC-Seq	6.3	257312	0.17	27346662	FALSE
Donor3_Polychromatic_erythroblast_Rep4	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Ludwig_2019_Cell_Reports	31189107	NCBI GEO	SRR7295284	Donor3	female	Polychromatic erythroblast	Polychromatic erythroblast	Unperturbed	Erythroid	CD49dintBand3+	Donor3_Polychromatic_erythroblast	Polychromatic_erythroblast	Rep4	ATAC-Seq	8	187563	0.17	23375950	FALSE
Donor3_Orthochromatic_erythroblast_Rep3	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Ludwig_2019_Cell_Reports	31189107	NCBI GEO	SRR7295285	Donor3	female	Orthochromatic erythroblast	Orthochromatic erythroblast	Unperturbed	Erythroid	CD49dloBand3+	Donor3_Orthochromatic_erythroblast	Orthochromatic_erythroblast	Rep3	ATAC-Seq	10.2	247785	0.17	36417496	FALSE
Donor3_Orthochromatic_erythroblast_Rep4	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Ludwig_2019_Cell_Reports	31189107	NCBI GEO	SRR7295286	Donor3	female	Orthochromatic erythroblast	Orthochromatic erythroblast	Unperturbed	Erythroid	CD49dloBand3+	Donor3_Orthochromatic_erythroblast	Orthochromatic_erythroblast	Rep4	ATAC-Seq	5.9	301975	0.17	36919992	FALSE
Donor3_Reticulocyte_Rep3	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Ludwig_2019_Cell_Reports	31189107	NCBI GEO	SRR7295287	Donor3	female	Reticulocyte	Reticulocyte	Unperturbed	Erythroid	CD49d-Band3+	Donor3_Reticulocyte	Reticulocyte	Rep3	ATAC-Seq	12.8	218891	0.14	35576524	FALSE
Donor3_Reticulocyte_Rep4	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Ludwig_2019_Cell_Reports	31189107	NCBI GEO	SRR7295288	Donor3	female	Reticulocyte	Reticulocyte	Unperturbed	Erythroid	CD49d-Band3+	Donor3_Reticulocyte	Reticulocyte	Rep4	ATAC-Seq	6.4	247285	0.14	34728718	FALSE
Donor001_mDC_1	FACS isolated primary cell	Peripheral blood mononuclear cells	Ulirsch_2019_Nature_Genetics	30858613	NCBI GEO	SRR7784432	Donor001	female	mDC	mDC	Unperturbed	DC Myeloid	Lin-CD45+CD11c+CD123-	Donor001_mDC	mDC	1	ATAC-Seq	16.2	202133	0.19	19179426	FALSE
Donor001_mDC_2	FACS isolated primary cell	Peripheral blood mononuclear cells	Ulirsch_2019_Nature_Genetics	30858613	NCBI GEO	SRR7784433	Donor001	female	mDC	mDC	Unperturbed	DC Myeloid	Lin-CD45+CD11c+CD123-	Donor001_mDC	mDC	2	ATAC-Seq	17.4	160640	0.15	17307582	FALSE
Donor001_pDC_1	FACS isolated primary cell	Peripheral blood mononuclear cells	Ulirsch_2019_Nature_Genetics	30858613	NCBI GEO	SRR7784434	Donor001	female	pDC	pDC	Unperturbed	DC Lymphoid	Lin-CD45+CD11c-CD123+	Donor001_pDC	pDC	1	ATAC-Seq	14.6	198753	0.09	7939218	FALSE
Donor001_pDC_2	FACS isolated primary cell	Peripheral blood mononuclear cells	Ulirsch_2019_Nature_Genetics	30858613	NCBI GEO	SRR7784435	Donor001	female	pDC	pDC	Unperturbed	DC Lymphoid	Lin-CD45+CD11c-CD123+	Donor001_pDC	pDC	2	ATAC-Seq	10	237567	0.1	15442606	FALSE
BM0828_Mega_1	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Buenrostro_2018_Cell	29706549	NCBI GEO	SRR5356158	BM0828	male	Megakaryocyte	Megakaryocyte	Unperturbed	Megakaryocyte	CD41a+CD42b+	BM0828_Mega	Megakaryocyte	1	ATAC-Seq	20.6	177681	0.14	25737266	FALSE
BM0828_Mega_2	CD34+ HSPC in vitro differentiation	CD34+ HSPCs	Buenrostro_2018_Cell	29706549	NCBI GEO	SRR5356159	BM0828	male	Megakaryocyte	Megakaryocyte	Unperturbed	Megakaryocyte	CD41a+CD42b+	BM0828_Mega	Megakaryocyte	2	ATAC-Seq	20.7	230469	0.16	30381934	TRUE
BM1077_Precursor_pDC_1	FACS isolated primary cell	Peripheral blood mononuclear cells	Buenrostro_2018_Cell	29706549	NCBI GEO	SRR5356160	BM1077	female	Precursor pDC	Precursor pDC	Unperturbed	HSPC	CD34+CD38+CD10-CD45RA+CD123+	BM1077_Precursor_pDC	Precursor_pDC	1	ATAC-Seq	14.5	210737	0.14	25287076	TRUE
BM1214_Precursor_pDC_1	FACS isolated primary cell	Peripheral blood mononuclear cells	Buenrostro_2018_Cell	29706549	NCBI GEO	SRR5356166	BM1214	male	Precursor pDC	Precursor pDC	Unperturbed	HSPC	CD34+CD38+CD10-CD45RA+CD123+	BM1214_Precursor_pDC	Precursor_pDC	1	ATAC-Seq	13.5	256737	0.12	25652318	FALSE
BM0106_Precursor_pDC_1	FACS isolated primary cell	Peripheral blood mononuclear cells	Buenrostro_2018_Cell	29706549	NCBI GEO	SRR5356156	BM0106	male	Precursor pDC	Precursor pDC	Unperturbed	HSPC	CD34+CD38+CD10-CD45RA+CD123+	BM0106_Precursor_pDC	Precursor_pDC	1	ATAC-Seq	7	493796	0.13	51590390	FALSE
